# weight      mu1      mu2       k1       k2       k3 lognormc    env_K  env1_mu  env2_mu   env1_k   env2_k   env1_w   env2_w 
  0.0011  -1.7385   2.9478  97.2806 112.1862  19.0196 187.8652  -0.0014   0.0000  -0.0000  88.7342  88.7342   0.5000   0.5000 
  0.0012  -1.3046   1.9352 153.6844  65.8523  -1.7917 218.5387  -0.0008   0.0000  -0.0000  67.6178  67.6178   0.5000   0.5000 
  0.0039  -0.9559  -0.6106 204.4385 149.0329  40.9607 309.5093  -0.0004   0.0000  -0.0000  98.0453  98.0453   0.5000   0.5000 
  0.0006  -1.4810   0.2807 111.7822  72.3995   1.5945 179.9470  -0.0011   0.0000  -0.0000  70.7894  70.7894   0.5000   0.5000 
  0.0010   1.7285  -0.3130  68.1364 115.2866   7.1707 173.7002  -0.0020   0.0000  -0.0000 107.3428 107.3428   0.5000   0.5000 
  0.0013  -1.0304   2.1193 148.6301 130.8486  41.7727 235.0635   0.0002   0.0000  -0.0000  73.2237  73.2237   0.5000   0.5000 
  0.0017  -2.4137   2.1387  90.8763 114.1743   3.9222 198.3855  -0.0014   0.0000  -0.0000 110.0997 110.0997   0.5000   0.5000 
  0.0003   3.0696   2.6389  45.3300  30.7330  -7.7684  81.8793  -0.0022   0.0000  -0.0000  37.3136  37.3136   0.5000   0.5000 
  0.0009  -3.0944   3.0741  71.5243  99.3670  16.8342 151.7220  -0.0019   0.0000  -0.0000  77.6095  77.6095   0.5000   0.5000 
  0.0034  -1.2067   2.6384 129.5190  92.7808   7.2297 212.2851  -0.0010   0.0000  -0.0000  85.1579  85.1579   0.5000   0.5000 
  0.0017  -1.8101   0.2709 119.7688 189.4663  24.7042 281.5592   0.0001   0.0000  -0.0000 158.5382 158.5382   0.5000   0.5000 
  0.0013  -2.5673   2.9808 101.8677  99.8852   8.9156 190.1610  -0.0013   0.0000  -0.0000  90.1726  90.1726   0.5000   0.5000 
  0.0051  -1.1324  -0.4172 213.3386 145.5865  51.0615 304.9749   0.0003   0.0000  -0.0000  78.8466  78.8466   0.5000   0.5000 
  0.0002   1.1573   1.8092  93.3940  38.5801  16.8897 113.3085   0.0023   0.0000  -0.0000  18.2456  18.2456   0.5000   0.5000 
  0.0059  -1.0133  -0.8661 214.0524 194.7994  58.7847 347.0142   0.0008   0.0000  -0.0000 114.2088 114.2088   0.5000   0.5000 
  0.0007   1.3752   0.6138  57.5563  37.5455   3.8125  89.3854  -0.0023   0.0000  -0.0000  33.5052  33.5052   0.5000   0.5000 
  0.0002   1.8940  -2.6535 178.1490  46.1400  24.7678 197.4143   0.0034   0.0000  -0.0000  17.6189  17.6189   0.5000   0.5000 
  0.0001  -0.7456   1.4637  28.7885   3.5166  -3.1338  34.6482  -0.0023   0.0000  -0.0000   6.3188   6.3188   0.5000   0.5000 
  0.0005  -3.0893  -2.7093  50.4928  78.0417  22.9010 104.0019   0.0046   0.0000  -0.0000  37.7014  37.7014   0.5000   0.5000 
  0.0013  -2.1645  -0.2320  87.2774  88.2628  15.5133 157.6104  -0.0015   0.0000  -0.0000  69.5625  69.5625   0.5000   0.5000 
  0.0018   0.9826   0.7627 137.5952 150.7987  22.7209 262.7320  -0.0010   0.0000  -0.0000 123.7282 123.7282   0.5000   0.5000 
  0.0001   1.2116  -1.1915 244.9383  81.9952  23.0173 301.0369  -0.0003   0.0000  -0.0000  56.6741  56.6741   0.5000   0.5000 
  0.0010   1.4425   0.0851 102.8822 132.8306  -9.4140 242.1302  -0.0011   0.0000  -0.0000 141.4194 141.4194   0.5000   0.5000 
  0.0003   1.6255   2.5357 119.2238 116.7850  43.2751 190.4532   0.0039   0.0000  -0.0000  49.9201  49.9201   0.5000   0.5000 
  0.0004  -1.7033   1.1947  71.9537  89.2217   4.2007 154.4877  -0.0018   0.0000  -0.0000  84.7951  84.7951   0.5000   0.5000 
  0.0003  -0.3567  -0.9570  19.6992   8.9918   4.6136  23.9746   0.0275   0.0000  -0.0000   3.4974   3.4974   0.5000   0.5000 
  0.0023  -2.1067   2.0489 170.3380 110.3834  38.4981 239.5674   0.0003   0.0000  -0.0000  60.9851  60.9851   0.5000   0.5000 
  0.0001   2.2874   2.1142  48.0615  39.2186  13.7661  72.0824   0.0020   0.0000  -0.0000  20.4683  20.4683   0.5000   0.5000 
  0.0025  -1.5915   2.3236  74.0722  97.3839  -5.5352 174.3285  -0.0016   0.0000  -0.0000 102.5036 102.5036   0.5000   0.5000 
  0.0028  -1.3395  -0.2765 147.1807 134.3145  30.9336 247.7449  -0.0007   0.0000  -0.0000  95.3898  95.3898   0.5000   0.5000 
  0.0031  -1.8466   2.2130 155.1784 155.3548  29.4636 278.1022  -0.0008   0.0000  -0.0000 119.1776 119.1776   0.5000   0.5000 
  0.0001   2.2761   0.0492  29.9969  62.2707   7.6937  82.8898  -0.0053   0.0000  -0.0000  52.1995  52.1995   0.5000   0.5000 
  0.0001  -2.8032  -1.1590 182.1564  47.4204  29.8521 197.8058   0.0119   0.0000  -0.0000  12.1766  12.1766   0.5000   0.5000 
  0.0017  -2.6090   2.4556  86.1904 152.2423  10.5574 225.0810  -0.0016   0.0000  -0.0000 140.2977 140.2977   0.5000   0.5000 
  0.0025  -1.9667   2.6535 115.6923 136.3956  20.8304 228.4661  -0.0012   0.0000  -0.0000 111.1553 111.1553   0.5000   0.5000 
  0.0004  -1.2719  -2.8746  69.5385  76.8776  25.3229 119.2220   0.0027   0.0000  -0.0000  37.9702  37.9702   0.5000   0.5000 
  0.0071  -1.1575  -0.7268 160.5035 171.6221  27.2849 301.7676  -0.0008   0.0000  -0.0000 138.9014 138.9014   0.5000   0.5000 
  0.0053  -1.1760  -0.6055 209.1465 123.9057  37.2153 292.9196  -0.0003   0.0000  -0.0000  78.8448  78.8448   0.5000   0.5000 
  0.0002  -2.0210  -1.8898 111.1129 104.0778  31.9634 180.8377   0.0001   0.0000  -0.0000  59.7004  59.7004   0.5000   0.5000 
  0.0025  -2.8228   2.8444 134.8638 142.3854  20.6657 253.6687  -0.0010   0.0000  -0.0000 118.1101 118.1101   0.5000   0.5000 
  0.0024  -1.3037  -0.1021 192.9964 179.9085  54.8570 315.1014   0.0010   0.0000  -0.0000 103.7343 103.7343   0.5000   0.5000 
  0.0037  -1.3675  -0.6919 109.4229 127.7000  15.6790 218.6659  -0.0013   0.0000  -0.0000 109.5121 109.5121   0.5000   0.5000 
  0.0018  -0.9367   2.3942 195.3817 157.5027  39.3212 310.5343  -0.0005   0.0000  -0.0000 108.5013 108.5013   0.5000   0.5000 
  0.0001   2.2862   0.9016  30.3576  43.5655   9.7203  62.8396  -0.0037   0.0000  -0.0000  29.7714  29.7714   0.5000   0.5000 
  0.0133  -1.0944  -0.7424 462.3258 460.0782 153.6623 764.9932   0.0008   0.0000  -0.0000 230.6523 230.6523   0.5000   0.5000 
  0.0010  -2.3983   1.7538  84.8560 144.9693  12.3344 214.7533  -0.0017   0.0000  -0.0000 130.6469 130.6469   0.5000   0.5000 
  0.0036  -1.7231   2.3488 126.0862  71.1567  -1.2774 195.7961  -0.0010   0.0000  -0.0000  72.4164  72.4164   0.5000   0.5000 
  0.0002  -1.2289   0.6307  38.7769  17.8599   1.7864  53.5077  -0.0033   0.0000  -0.0000  16.0155  16.0155   0.5000   0.5000 
  0.0014  -1.9536  -0.6082 119.1248  86.1949  10.2522 192.4041  -0.0011   0.0000  -0.0000  75.0363  75.0363   0.5000   0.5000 
  0.0027  -2.5209   2.8281 110.1514 115.7638  20.1491 203.0998  -0.0012   0.0000  -0.0000  91.2776  91.2776   0.5000   0.5000 
  0.0006   1.6331   0.3919  18.3976  45.1686 -13.0729  74.7764  -0.0039   0.0000  -0.0000  52.7060  52.7060   0.5000   0.5000 
  0.0006  -1.3419   1.1495  47.1483  79.3091   4.5318 119.7376  -0.0029   0.0000  -0.0000  74.3581  74.3581   0.5000   0.5000 
  0.0003   2.3547  -2.7756  72.2156  64.2833  -8.2202 142.2308  -0.0015   0.0000  -0.0000  71.6223  71.6223   0.5000   0.5000 
  0.0003  -2.0892  -1.3451  76.0494  70.3202  -7.8903 151.7112  -0.0015   0.0000  -0.0000  77.4302  77.4302   0.5000   0.5000 
  0.0003  -2.4843  -0.3416 101.7567  40.6582  16.9776 123.5509   0.0013   0.0000  -0.0000  20.5218  20.5218   0.5000   0.5000 
  0.0035  -2.1008   2.6038 104.9187 125.2495   7.0892 220.2436  -0.0013   0.0000  -0.0000 117.6881 117.6881   0.5000   0.5000 
  0.0031  -2.2980   2.2244 125.7109 138.1307  21.6737 239.3260  -0.0011   0.0000  -0.0000 112.0970 112.0970   0.5000   0.5000 
  0.0097  -1.0971  -0.6748 217.6419 121.8039  17.8367 318.4855  -0.0006   0.0000  -0.0000 102.4329 102.4329   0.5000   0.5000 
  0.0005  -2.4065   0.7179  41.8235  55.2718  -1.4733  96.5088  -0.0029   0.0000  -0.0000  56.6789  56.6789   0.5000   0.5000 
  0.0028  -1.6928   2.1450 100.5375 106.8235   4.1958 200.4069  -0.0013   0.0000  -0.0000 102.4687 102.4687   0.5000   0.5000 
  0.0023  -2.1563   2.7814 117.4148 146.2151  10.5172 250.1652  -0.0012   0.0000  -0.0000 134.7217 134.7217   0.5000   0.5000 
  0.0019  -1.2681   2.9877 175.6917 171.7397  39.0420 305.3692  -0.0006   0.0000  -0.0000 121.8006 121.8006   0.5000   0.5000 
  0.0003   2.5260   2.6688  36.7963  30.0967   4.6530  60.7447  -0.0036   0.0000  -0.0000  24.8707  24.8707   0.5000   0.5000 
  0.0026  -1.5800  -0.3634  99.2671  98.5111  13.3226 181.8586  -0.0014   0.0000  -0.0000  83.2292  83.2292   0.5000   0.5000 
  0.0036  -1.1849   2.5231 126.2509  89.2271  11.7308 201.0496  -0.0010   0.0000  -0.0000  76.3606  76.3606   0.5000   0.5000 
  0.0017  -1.8120   2.7822 129.8150 118.4433  19.8519 225.6190  -0.0010   0.0000  -0.0000  95.1413  95.1413   0.5000   0.5000 
  0.0037  -1.3205  -0.5777 132.6186 115.5598  26.2663 219.2096  -0.0008   0.0000  -0.0000  83.0207  83.0207   0.5000   0.5000 
  0.0022  -1.9804   1.9185 121.4098 103.1212   7.6927 214.0351  -0.0011   0.0000  -0.0000  94.9475  94.9475   0.5000   0.5000 
  0.0003  -0.5576  -1.1515  27.2013  38.9228   5.2942  59.3928  -0.0054   0.0000  -0.0000  32.5278  32.5278   0.5000   0.5000 
  0.0026  -2.6665   2.8822 121.9401 155.5673  22.3621 252.2576  -0.0011   0.0000  -0.0000 128.3479 128.3479   0.5000   0.5000 
  0.0104  -1.0613  -0.7854 427.9482 367.4113 121.7188 669.9730   0.0006   0.0000  -0.0000 197.8202 197.8202   0.5000   0.5000 
  0.0012  -1.0810   2.7932  78.6124  74.2862   6.9268 143.5767  -0.0017   0.0000  -0.0000  66.7493  66.7493   0.5000   0.5000 
  0.0019  -1.2551   2.4084 109.4926  79.6898   3.0709 183.4496  -0.0012   0.0000  -0.0000  76.5458  76.5458   0.5000   0.5000 
  0.0008  -1.9366   1.4665  45.0882  73.2714 -17.7560 133.6598  -0.0019   0.0000  -0.0000  85.9233  85.9233   0.5000   0.5000 
  0.0002  -0.3314   2.0990  23.8696   7.3842   2.8223  28.0516   0.0004   0.0000  -0.0000   4.3158   4.3158   0.5000   0.5000 
  0.0018  -1.8653  -0.0689  99.7893 118.0548 -12.2918 227.1865  -0.0011   0.0000  -0.0000 128.9535 128.9535   0.5000   0.5000 
  0.0003   1.8964   2.7772  75.5032 157.1689  26.4004 203.7843  -0.0020   0.0000  -0.0000 117.1351 117.1351   0.5000   0.5000 
  0.0024  -1.6316  -0.1698  84.2022  80.7652 -14.2105 176.4582  -0.0012   0.0000  -0.0000  92.8702  92.8702   0.5000   0.5000 
  0.0031  -2.1989   2.4255  99.2698  95.6195  11.0162 181.2626  -0.0014   0.0000  -0.0000  83.3089  83.3089   0.5000   0.5000 
  0.0003   1.1957   2.9814  68.6313  63.9553  16.0787 114.4861  -0.0013   0.0000  -0.0000  43.2551  43.2551   0.5000   0.5000 
  0.0004   0.9512   1.1877 137.0343  98.8024  24.5104 208.6872  -0.0007   0.0000  -0.0000  69.1419  69.1419   0.5000   0.5000 
  0.0022  -0.8685  -0.7159  79.1570 129.5813  12.3418 193.7635  -0.0018   0.0000  -0.0000 115.0834 115.0834   0.5000   0.5000 
  0.0036  -1.2920  -0.3857 119.2758 104.9800  20.2489 201.3541  -0.0010   0.0000  -0.0000  80.7496  80.7496   0.5000   0.5000 
  0.0026  -1.7048   2.5330  91.9056 116.2766   7.7120 197.7536  -0.0015   0.0000  -0.0000 107.9120 107.9120   0.5000   0.5000 
  0.0010   1.6203  -0.1928 174.2195 184.8428  17.0972 338.7194   0.0000   0.0000  -0.0000 165.9519 165.9519   0.5000   0.5000 
  0.0039  -0.9269  -0.8884 146.0916 144.8304  25.1640 262.8297  -0.0009   0.0000  -0.0000 114.5899 114.5899   0.5000   0.5000 
  0.0038  -1.1428  -0.3028 547.3021 396.9847 174.7210 765.9679   0.0021   0.0000  -0.0000 141.3084 141.3084   0.5000   0.5000 
  0.0005   3.0769  -2.9861  46.2717  59.1234 -21.8773 124.8516  -0.0017   0.0000  -0.0000  73.8897  73.8897   0.5000   0.5000 
  0.0011  -2.6517  -3.1268 135.2275 132.0651  39.0028 225.6701  -0.0001   0.0000  -0.0000  77.7413  77.7413   0.5000   0.5000 
  0.0012  -1.4930   1.1751 248.8666 190.0393  60.0708 375.6977   0.0007   0.0000  -0.0000 111.2136 111.2136   0.5000   0.5000 
  0.0013  -2.2803   1.8700 137.6588  87.5162  16.2893 206.2089  -0.0009   0.0000  -0.0000  69.1368  69.1368   0.5000   0.5000 
  0.0030  -1.5722   0.0206 102.0556 107.9170   4.4104 202.7930  -0.0013   0.0000  -0.0000 103.3321 103.3321   0.5000   0.5000 
  0.0015  -2.5794   2.3176  79.2767  79.4163 -22.6813 178.6151  -0.0012   0.0000  -0.0000  96.9821  96.9821   0.5000   0.5000 
  0.0002   1.3607  -1.1669  34.2446  34.3775   8.3923  58.8708  -0.0029   0.0000  -0.0000  23.5708  23.5708   0.5000   0.5000 
  0.0037  -2.1560   2.2582  78.9327  99.6244   0.6495 175.2708  -0.0016   0.0000  -0.0000  98.9737  98.9737   0.5000   0.5000 
  0.0006   1.2239  -2.7018 104.5493 131.5212  24.3902 209.0264  -0.0013   0.0000  -0.0000  99.9704  99.9704   0.5000   0.5000 
  0.0013  -1.4219   1.9459 153.7371 152.5473  21.3284 281.9272  -0.0009   0.0000  -0.0000 127.8954 127.8954   0.5000   0.5000 
  0.0038  -2.1274   2.4703  83.9059  79.5237  -2.1563 162.9982  -0.0015   0.0000  -0.0000  81.6140  81.6140   0.5000   0.5000 
  0.0022  -2.0058   2.3978 144.8149 172.3422  43.8204 270.5188  -0.0005   0.0000  -0.0000 109.9937 109.9937   0.5000   0.5000 
  0.0020  -1.6284   0.1303 123.4154 136.5800  18.0424 239.0894  -0.0011   0.0000  -0.0000 115.5675 115.5675   0.5000   0.5000 
  0.0034  -1.1182   2.3450 119.8342  97.2940   9.7527 204.6340  -0.0011   0.0000  -0.0000  86.7311  86.7311   0.5000   0.5000 
  0.0015  -2.7688   2.6223  77.6583  71.2325 -11.7384 158.0239  -0.0014   0.0000  -0.0000  81.3795  81.3795   0.5000   0.5000 
  0.0034  -1.0231   2.5221 207.7515 176.5786  46.9112 334.3395   0.0004   0.0000  -0.0000 116.2757 116.2757   0.5000   0.5000 
  0.0001  -2.5108  -1.8912  13.6872  24.1649  -8.7380  45.1923  -0.0054   0.0000  -0.0000  29.4000  29.4000   0.5000   0.5000 
  0.0030  -2.3009   2.6169 144.1366 126.1694  29.1242 238.4001  -0.0007   0.0000  -0.0000  89.8919  89.8919   0.5000   0.5000 
  0.0003   2.6233  -0.3886  10.1533  35.2377   3.9685  40.6852  -0.0203   0.0000  -0.0000  29.3453  29.3453   0.5000   0.5000 
  0.0006   0.8217   0.4797 183.6193 110.8587  66.5076 226.2257   0.1032   0.0000  -0.0000  11.0314  11.0314   0.5000   0.5000 
  0.0010  -2.2106   0.2152  96.3110 119.8221  17.9471 195.5539  -0.0014   0.0000  -0.0000  97.9361  97.9361   0.5000   0.5000 
  0.0016  -1.9646   1.7764 147.2333  40.0811 -24.4159 208.9428  -0.0006   0.0000  -0.0000  60.9845  60.9845   0.5000   0.5000 
  0.0010  -2.3894   3.1284 148.4791  99.4361  26.1493 219.0941  -0.0006   0.0000  -0.0000  67.8904  67.8904   0.5000   0.5000 
  0.0029  -1.2210   2.7457 109.8471 108.8969  -0.5365 216.4210  -0.0011   0.0000  -0.0000 109.4283 109.4283   0.5000   0.5000 
  0.0006  -2.4020   0.4064  44.7601  63.2480  -4.1775 109.9801  -0.0026   0.0000  -0.0000  67.0321  67.0321   0.5000   0.5000 
  0.0009  -1.2905   0.1353  53.9807  33.9959  -8.7331  94.6209  -0.0019   0.0000  -0.0000  41.4636  41.4636   0.5000   0.5000 
  0.0006  -2.6517   1.6190  78.2430  95.3550  16.4611 154.7596  -0.0017   0.0000  -0.0000  74.7224  74.7224   0.5000   0.5000 
  0.0064  -1.0102  -0.7538 148.2221 186.2188  31.9840 299.4271   0.0002   0.0000  -0.0000 145.6607 145.6607   0.5000   0.5000 
  0.0003   1.6079  -2.5380  20.0003  66.2901 -10.6271  94.9041  -0.0041   0.0000  -0.0000  73.1266  73.1266   0.5000   0.5000 
  0.0062  -1.1282  -0.5494 135.9141  95.2879  -1.0971 229.3950  -0.0009   0.0000  -0.0000  96.3723  96.3723   0.5000   0.5000 
  0.0004   2.0686  -0.2547  32.5310  21.7591  -3.6718  56.4039  -0.0034   0.0000  -0.0000  25.0187  25.0187   0.5000   0.5000 
  0.0019  -1.3222   2.8533 148.7316 163.5709  10.1083 299.0534  -0.0009   0.0000  -0.0000 152.7673 152.7673   0.5000   0.5000 
  0.0005   1.9554  -3.1025  35.6359  39.5420   2.2124  71.2475  -0.0038   0.0000  -0.0000  37.2207  37.2207   0.5000   0.5000 
  0.0001   1.5271  -1.4159  44.0567  10.7054  -6.4363  59.6904  -0.0019   0.0000  -0.0000  16.2848  16.2848   0.5000   0.5000 
  0.0016  -2.1613   2.9170  92.2763  54.6730  -2.5074 146.9999  -0.0013   0.0000  -0.0000  57.1018  57.1018   0.5000   0.5000 
  0.0015   0.8942   0.7690 142.4110 113.3589  13.2155 239.6670  -0.0009   0.0000  -0.0000  98.8561  98.8561   0.5000   0.5000 
  0.0010  -1.6186  -3.0611 125.5594  85.2738 -12.0025 219.9306  -0.0009   0.0000  -0.0000  96.1941  96.1941   0.5000   0.5000 
  0.0044  -1.2335  -0.5263 140.4964 120.9574  28.8994 229.8170  -0.0007   0.0000  -0.0000  84.8079  84.8079   0.5000   0.5000 
  0.0008  -2.1809   1.3217 167.1921  82.1637  12.5136 234.0473  -0.0007   0.0000  -0.0000  68.6900  68.6900   0.5000   0.5000 
  0.0008  -1.3407   1.4354  61.0462  84.5288   8.1577 135.1150  -0.0023   0.0000  -0.0000  75.2127  75.2127   0.5000   0.5000 
  0.0002  -0.6442  -0.7973  30.1413 253.5592   5.3404 275.8379   0.0000   0.0000  -0.0000 247.2031 247.2031   0.5000   0.5000 
  0.0018  -1.1372   2.1894  92.5848 150.4338   2.1881 237.9192  -0.0014   0.0000  -0.0000 148.2054 148.2054   0.5000   0.5000 
  0.0008  -2.9215   2.6771  82.3145  49.6512  -8.7310 138.2565  -0.0013   0.0000  -0.0000  57.5078  57.5078   0.5000   0.5000 
  0.0016  -1.5653  -0.5003  59.9229  79.4568   7.7831 129.3330  -0.0023   0.0000  -0.0000  70.6084  70.6084   0.5000   0.5000 
  0.0049  -1.0096  -0.5455 297.6041 202.5933  78.5456 418.5114   0.0014   0.0000  -0.0000  96.4121  96.4121   0.5000   0.5000 
  0.0013  -1.6703  -0.7714  94.3506 145.5358  -9.1226 246.0113  -0.0012   0.0000  -0.0000 153.8160 153.8160   0.5000   0.5000 
  0.0004  -2.9972   2.2963  62.4064  21.6503  -4.7837  86.9510  -0.0018   0.0000  -0.0000  26.0659  26.0659   0.5000   0.5000 
  0.0011  -1.9667   0.5974  83.9725  45.0863  -6.2468 132.9316  -0.0014   0.0000  -0.0000  50.8720  50.8720   0.5000   0.5000 
  0.0012   1.2703   0.4049 147.8485  88.3896  -6.4871 239.7710  -0.0008   0.0000  -0.0000  94.5853  94.5853   0.5000   0.5000 
  0.0034  -1.5239  -0.0997 145.3485 118.0801  25.9728 234.6740  -0.0008   0.0000  -0.0000  86.6345  86.6345   0.5000   0.5000 
  0.0007  -2.5640   1.3603  66.2753  34.5198  -5.2925 103.9585  -0.0017   0.0000  -0.0000  39.3910  39.3910   0.5000   0.5000 
  0.0001  -0.8333  -1.4954  39.7005  84.5118  22.2597 100.5584   0.0114   0.0000  -0.0000  37.0772  37.0772   0.5000   0.5000 
  0.0009  -2.0586  -0.0452  95.5335 103.9637  14.8924 182.0208  -0.0014   0.0000  -0.0000  86.4514  86.4514   0.5000   0.5000 
  0.0005   1.1552  -2.1641  55.1297  83.6898  -3.7764 140.1653  -0.0021   0.0000  -0.0000  87.1953  87.1953   0.5000   0.5000 
  0.0024  -1.7901   1.9669  99.9995 116.3638   2.0297 211.5121  -0.0013   0.0000  -0.0000 114.3028 114.3028   0.5000   0.5000 
  0.0001   2.2710  -1.3288  79.1719  24.9247  13.2858  89.4521   0.0083   0.0000  -0.0000   9.2887   9.2887   0.5000   0.5000 
  0.0004  -1.8031  -2.3132  19.0295  45.2561  -5.1134  67.7047  -0.0052   0.0000  -0.0000  49.2099  49.2099   0.5000   0.5000 
  0.0002   2.2194  -2.2061  12.7544  45.3309  -6.8627  63.3539  -0.0065   0.0000  -0.0000  49.6892  49.6892   0.5000   0.5000 
  0.0007  -2.1427  -0.7246  79.2533 118.0498  19.0192 175.8081  -0.0018   0.0000  -0.0000  93.2891  93.2891   0.5000   0.5000 
  0.0014  -1.5234  -0.8737  71.8290  60.6779  -5.1785 135.2640  -0.0016   0.0000  -0.0000  65.4791  65.4791   0.5000   0.5000 
  0.0010  -2.4842   1.9492  86.4092 154.2484  26.1794 211.8884  -0.0017   0.0000  -0.0000 117.1051 117.1051   0.5000   0.5000 
  0.0010  -1.0177  -0.2449 138.1722 112.3208  31.5619 216.3006  -0.0004   0.0000  -0.0000  71.7092  71.7092   0.5000   0.5000 
  0.0003  -1.8083  -1.7688  68.2894  47.3429  21.3700  92.7593   0.0118   0.0000  -0.0000  17.1568  17.1568   0.5000   0.5000 
  0.0006   1.9335   0.0967  83.4370  92.2865  33.6609 140.1395   0.0073   0.0000  -0.0000  37.2618  37.2618   0.5000   0.5000 
  0.0001  -2.9754   0.7277  20.7074 156.8920   3.9201 171.6028  -0.0077   0.0000  -0.0000 152.2047 152.2047   0.5000   0.5000 
  0.0035  -1.3051  -0.2278 153.4324 164.1053  45.9980 268.7440  -0.0002   0.0000  -0.0000  98.9170  98.9170   0.5000   0.5000 
  0.0013  -1.5609   1.5459 123.6588  61.8346  -6.3803 189.1716  -0.0009   0.0000  -0.0000  67.8808  67.8808   0.5000   0.5000 
  0.0026  -2.3648   2.7916 148.5377 128.8861  23.9392 250.6070  -0.0008   0.0000  -0.0000 100.4942 100.4942   0.5000   0.5000 
  0.0027  -1.8918   2.5428  82.6971  79.3617   4.3166 155.2449  -0.0016   0.0000  -0.0000  74.8382  74.8382   0.5000   0.5000 
  0.0022  -1.4271   2.7349  95.7837 139.9555  12.0510 220.8955  -0.0015   0.0000  -0.0000 126.2614 126.2614   0.5000   0.5000 
  0.0047  -0.9562  -0.7469 109.6754 153.4510  16.7919 243.4610  -0.0013   0.0000  -0.0000 133.7453 133.7453   0.5000   0.5000 
  0.0018  -1.7142   1.8646  82.4330 102.5413  -7.3344 189.5538  -0.0014   0.0000  -0.0000 109.2412 109.2412   0.5000   0.5000 
  0.0071  -1.1447  -0.7652 162.5382 209.7357  28.2436 340.8345   0.0001   0.0000  -0.0000 175.7038 175.7038   0.5000   0.5000 
  0.0001  -1.0721   3.0393  58.5619  60.7108 -29.8085 146.4879  -0.0013   0.0000  -0.0000  80.3817  80.3817   0.5000   0.5000 
  0.0128  -1.0706  -0.7695 498.3887 510.0605 166.2485 838.3530   0.0007   0.0000  -0.0000 261.3685 261.3685   0.5000   0.5000 
  0.0002   0.6096  -2.1630  35.8576  11.5658   8.7451  38.7669   0.2080   0.0000  -0.0000   1.6465   1.6465   0.5000   0.5000 
  0.0028  -1.9612   2.0364 115.3067 132.5436  14.4641 230.5423  -0.0012   0.0000  -0.0000 116.0989 116.0989   0.5000   0.5000 
  0.0034  -2.2670   2.3576 125.7970 110.1870   3.4305 229.6552  -0.0010   0.0000  -0.0000 106.6752 106.6752   0.5000   0.5000 
  0.0021  -2.5582   2.7566  95.9652 169.8899  15.0082 247.9774  -0.0015   0.0000  -0.0000 152.2215 152.2215   0.5000   0.5000 
  0.0003  -2.6105   1.0201  51.1030  92.9272   4.2370 137.4709  -0.0027   0.0000  -0.0000  88.3590  88.3590   0.5000   0.5000 
  0.0126  -1.1090  -0.7213 392.4169 330.9335 109.8360 609.9373   0.0006   0.0000  -0.0000 178.9059 178.9059   0.5000   0.5000 
  0.0004   1.1345   1.3031 119.6406  64.5215  34.2003 148.1417   0.0164   0.0000  -0.0000  17.6543  17.6543   0.5000   0.5000 
  0.0065  -1.0194  -0.6440 131.2142 129.1366  -3.7044 260.9985  -0.0009   0.0000  -0.0000 132.7264 132.7264   0.5000   0.5000 
  0.0017   1.1805   0.5609 124.1784 127.9523   8.1617 241.0415  -0.0011   0.0000  -0.0000 119.2570 119.2570   0.5000   0.5000 
  0.0012   1.0961   0.3203 352.1809 255.4012 126.3639 478.2950   0.0106   0.0000  -0.0000  60.1916  60.1916   0.5000   0.5000 
  0.0038  -1.2960   2.6001 116.2348 123.6305  20.6689 216.4611  -0.0011   0.0000  -0.0000  98.6556  98.6556   0.5000   0.5000 
  0.0022  -0.9200   2.2863 177.4660 184.9611  42.6623 316.7213   0.0003   0.0000  -0.0000 129.0894 129.0894   0.5000   0.5000 
  0.0002   0.6983   1.1135  80.9423 100.6341 -23.7720 202.4736  -0.0011   0.0000  -0.0000 118.9361 118.9361   0.5000   0.5000 
  0.0008  -1.5731  -0.9768  83.1998  39.9379 -13.4644 134.1875  -0.0012   0.0000  -0.0000  51.4804  51.4804   0.5000   0.5000 
  0.0002  -2.5085  -1.2182  96.3645  55.9989  13.9901 136.1684  -0.0010   0.0000  -0.0000  39.7730  39.7730   0.5000   0.5000 
  0.0014  -1.7837  -0.1994  79.2116 107.3418  -6.0256 189.8335  -0.0015   0.0000  -0.0000 112.9102 112.9102   0.5000   0.5000 
  0.0028  -1.4605   2.2103 111.0926 123.9953  19.1719 213.1885  -0.0012   0.0000  -0.0000 100.9796 100.9796   0.5000   0.5000 
  0.0003   1.2916  -0.3129  14.8685  19.5053  -5.5146  38.6531  -0.0060   0.0000  -0.0000  23.4452  23.4452   0.5000   0.5000 
  0.0020  -2.4855   2.2407 111.5386 107.6297  13.1100 203.3385  -0.0012   0.0000  -0.0000  92.8612  92.8612   0.5000   0.5000 
  0.0042  -2.1175   2.2066 117.5470  87.9764   1.4326 201.3236  -0.0011   0.0000  -0.0000  86.5324  86.5324   0.5000   0.5000 
  0.0016  -1.2708  -1.0208  83.6148 109.6510  13.1787 177.5282  -0.0017   0.0000  -0.0000  94.1364  94.1364   0.5000   0.5000 
  0.0013  -1.4537   1.8121 175.7138 138.8071  36.5019 275.1247  -0.0005   0.0000  -0.0000  92.9829  92.9829   0.5000   0.5000 
  0.0078  -1.1804  -0.6451 165.4502 180.3153  45.0845 297.7369  -0.0005   0.0000  -0.0000 118.7436 118.7436   0.5000   0.5000 
